11.4708 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CDEB80AC10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CDEB80ABB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CDEB80A9D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001CDEBC3E130>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1600,  900]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.4709 	EXP 	window1: mouseVisible = True
11.4709 	EXP 	window1: backgroundImage = ''
11.4710 	EXP 	window1: backgroundFit = 'none'
11.4736 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.4736 	EXP 	window1: recordFrameIntervals = False
11.5895 	DATA 	Mouse: Left button down, pos=(646,574)
11.6358 	EXP 	window1: recordFrameIntervals = True
11.7055 	DATA 	Mouse:  Left button up, pos=(646,574)
11.8198 	EXP 	Screen (0) actual frame rate measured at 59.89Hz
11.8199 	EXP 	window1: recordFrameIntervals = False
11.8201 	EXP 	window1: mouseVisible = False
11.8809 	EXP 	exp08: status = STARTED
11.8818 	EXP 	window1: mouseVisible = True
11.8822 	EXP 	window1: mouseVisible = True
11.8878 	EXP 	Created startDisc = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1.        ,  0.00392157, -1.        ]), fillColorSpace='rgb', fillRGB=array([-1.        ,  0.00392157, -1.        ]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='startDisc', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.03, 0.03]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.8879 	EXP 	window1: mouseVisible = True
11.8939 	EXP 	Created probeReady = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probeReady', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.8943 	EXP 	window1: mouseVisible = True
12.0010 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.32]), rgb=UNKNOWN, text='準備ができたらマウスの左ボタンをクリックしてください', units='height', win=Window(...), wrapWidth=1)
12.0011 	EXP 	window1: mouseVisible = True
12.0013 	EXP 	window1: mouseVisible = False
12.0013 	EXP 	window1: mouseVisible = False
12.0018 	EXP 	window1: mouseVisible = True
12.0045 	EXP 	Created path1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='path1', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.24, 0.02]), units='height', vertices=ndarray(...), win=Window(...))
12.0047 	EXP 	window1: mouseVisible = True
12.0073 	EXP 	Created path2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='path2', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.24, 0.02]), units='height', vertices=ndarray(...), win=Window(...))
12.0074 	EXP 	window1: mouseVisible = True
12.0100 	EXP 	Created path3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='path3', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.24, 0.02]), units='height', vertices=ndarray(...), win=Window(...))
12.0101 	EXP 	window1: mouseVisible = True
12.0130 	EXP 	Created path4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='path4', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.24, 0.02]), units='height', vertices=ndarray(...), win=Window(...))
12.0131 	EXP 	window1: mouseVisible = True
12.0158 	EXP 	Created path5 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-6.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='path5', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.24, 0.02]), units='height', vertices=ndarray(...), win=Window(...))
12.0160 	EXP 	window1: mouseVisible = True
12.0214 	EXP 	Created goalDisc = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-7.0, draggable=False, fillColor=array([-1.        ,  0.00392157, -1.        ]), fillColorSpace='rgb', fillRGB=array([-1.        ,  0.00392157, -1.        ]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='goalDisc', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.03, 0.03]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
12.0216 	EXP 	window1: mouseVisible = True
12.0266 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-8.0, draggable=False, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
0.0253 	EXP 	Imported exp08cnd.xlsx as conditions, 10 conditions, 12 params
0.0260 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
0.0263 	EXP 	New trial (rep=0, index=0): {'path1pos': (0.0882, -0.1786), 'path1ori': -144, 'path2pos': (0.1427, -0.1391), 'path2ori': -108, 'path3pos': (0.1971, 0.0286), 'path3ori': -36, 'path4pos': (0.1763, 0.0927), 'path4ori': 0, 'path5pos': (0.0337, 0.1964), 'path5ori': -108, 'startPos': (0.0, -0.1146), 'goalPos': (0.0, 0.3)}
0.0392 	EXP 	startDisc: autoDraw = True
0.0392 	EXP 	probeReady: autoDraw = True
0.0392 	EXP 	text: autoDraw = True
0.5565 	DATA 	Mouse: Left button down, pos=(803,385)
0.5730 	EXP 	startDisc: autoDraw = False
0.5730 	EXP 	probeReady: autoDraw = False
0.5730 	EXP 	text: autoDraw = False
0.5730 	EXP 	path1: ori = -144.0
0.5730 	EXP 	path2: ori = -108.0
0.5730 	EXP 	path3: ori = -36.0
0.5730 	EXP 	path4: ori = 0.0
0.5730 	EXP 	path5: ori = -108.0
0.5730 	EXP 	path1: autoDraw = True
0.5730 	EXP 	path2: autoDraw = True
0.5730 	EXP 	path3: autoDraw = True
0.5730 	EXP 	path4: autoDraw = True
0.5730 	EXP 	path5: autoDraw = True
0.5730 	EXP 	goalDisc: autoDraw = True
0.5730 	EXP 	probe: autoDraw = True
0.6629 	DATA 	Mouse:  Left button up, pos=(800,553)
2.3682 	EXP 	New trial (rep=0, index=1): {'path1pos': (-0.0882, -0.1786), 'path1ori': -36, 'path2pos': (-0.1427, -0.1391), 'path2ori': -72, 'path3pos': (-0.1971, 0.0286), 'path3ori': -144, 'path4pos': (-0.1763, 0.0927), 'path4ori': 0, 'path5pos': (-0.0337, 0.1964), 'path5ori': -72, 'startPos': (0.0, -0.1146), 'goalPos': (0.0, 0.3)}
2.3824 	EXP 	path1: autoDraw = False
2.3824 	EXP 	path2: autoDraw = False
2.3824 	EXP 	path3: autoDraw = False
2.3824 	EXP 	path4: autoDraw = False
2.3824 	EXP 	path5: autoDraw = False
2.3824 	EXP 	goalDisc: autoDraw = False
2.3824 	EXP 	probe: autoDraw = False
2.3824 	EXP 	startDisc: autoDraw = True
2.3824 	EXP 	probeReady: autoDraw = True
2.3824 	EXP 	text: autoDraw = True
2.6820 	DATA 	Mouse: Left button down, pos=(810,173)
2.6985 	EXP 	startDisc: autoDraw = False
2.6985 	EXP 	probeReady: autoDraw = False
2.6985 	EXP 	text: autoDraw = False
2.6985 	EXP 	path1: ori = -36.0
2.6985 	EXP 	path2: ori = -72.0
2.6985 	EXP 	path3: ori = -144.0
2.6985 	EXP 	path4: ori = 0.0
2.6985 	EXP 	path5: ori = -72.0
2.6985 	EXP 	path1: autoDraw = True
2.6985 	EXP 	path2: autoDraw = True
2.6985 	EXP 	path3: autoDraw = True
2.6985 	EXP 	path4: autoDraw = True
2.6985 	EXP 	path5: autoDraw = True
2.6985 	EXP 	goalDisc: autoDraw = True
2.6985 	EXP 	probe: autoDraw = True
2.8216 	DATA 	Mouse:  Left button up, pos=(800,553)
9.5747 	EXP 	New trial (rep=0, index=2): {'path1pos': (0.1971, 0.0286), 'path1ori': -36, 'path2pos': (0.1763, 0.0927), 'path2ori': 0, 'path3pos': (0.0337, 0.1964), 'path3ori': -108, 'path4pos': (-0.0337, 0.1964), 'path4ori': -72, 'path5pos': (-0.1763, 0.0927), 'path5ori': 0, 'startPos': (0.109, -0.0354), 'goalPos': (-0.2853, 0.0927)}
9.5887 	EXP 	path1: autoDraw = False
9.5887 	EXP 	path2: autoDraw = False
9.5887 	EXP 	path3: autoDraw = False
9.5887 	EXP 	path4: autoDraw = False
9.5887 	EXP 	path5: autoDraw = False
9.5887 	EXP 	goalDisc: autoDraw = False
9.5887 	EXP 	probe: autoDraw = False
9.5887 	EXP 	startDisc: autoDraw = True
9.5887 	EXP 	probeReady: autoDraw = True
9.5887 	EXP 	text: autoDraw = True
10.1707 	DATA 	Mouse: Left button down, pos=(872,340)
10.1873 	EXP 	startDisc: autoDraw = False
10.1873 	EXP 	probeReady: autoDraw = False
10.1873 	EXP 	text: autoDraw = False
10.1873 	EXP 	path1: ori = -36.0
10.1873 	EXP 	path2: ori = 0.0
10.1873 	EXP 	path3: ori = -108.0
10.1873 	EXP 	path4: ori = -72.0
10.1873 	EXP 	path5: ori = 0.0
10.1873 	EXP 	path1: autoDraw = True
10.1873 	EXP 	path2: autoDraw = True
10.1873 	EXP 	path3: autoDraw = True
10.1873 	EXP 	path4: autoDraw = True
10.1873 	EXP 	path5: autoDraw = True
10.1873 	EXP 	goalDisc: autoDraw = True
10.1873 	EXP 	probe: autoDraw = True
10.2767 	DATA 	Mouse:  Left button up, pos=(898,481)
15.6183 	EXP 	New trial (rep=0, index=3): {'path1pos': (-0.1971, 0.0286), 'path1ori': -144, 'path2pos': (-0.1763, 0.0927), 'path2ori': 0, 'path3pos': (-0.0337, 0.1964), 'path3ori': -72, 'path4pos': (0.0337, 0.1964), 'path4ori': -108, 'path5pos': (0.1763, 0.0927), 'path5ori': 0, 'startPos': (-0.109, -0.0354), 'goalPos': (0.2853, 0.0927)}
15.6327 	EXP 	path1: autoDraw = False
15.6327 	EXP 	path2: autoDraw = False
15.6327 	EXP 	path3: autoDraw = False
15.6327 	EXP 	path4: autoDraw = False
15.6327 	EXP 	path5: autoDraw = False
15.6327 	EXP 	goalDisc: autoDraw = False
15.6327 	EXP 	probe: autoDraw = False
15.6327 	EXP 	startDisc: autoDraw = True
15.6327 	EXP 	probeReady: autoDraw = True
15.6327 	EXP 	text: autoDraw = True
16.0990 	DATA 	Mouse: Left button down, pos=(596,360)
16.1156 	EXP 	startDisc: autoDraw = False
16.1156 	EXP 	probeReady: autoDraw = False
16.1156 	EXP 	text: autoDraw = False
16.1156 	EXP 	path1: ori = -144.0
16.1156 	EXP 	path2: ori = 0.0
16.1156 	EXP 	path3: ori = -72.0
16.1156 	EXP 	path4: ori = -108.0
16.1156 	EXP 	path5: ori = 0.0
16.1156 	EXP 	path1: autoDraw = True
16.1156 	EXP 	path2: autoDraw = True
16.1156 	EXP 	path3: autoDraw = True
16.1156 	EXP 	path4: autoDraw = True
16.1156 	EXP 	path5: autoDraw = True
16.1156 	EXP 	goalDisc: autoDraw = True
16.1156 	EXP 	probe: autoDraw = True
16.2201 	DATA 	Mouse:  Left button up, pos=(702,481)
22.4815 	EXP 	New trial (rep=0, index=4): {'path1pos': (0.1427, -0.1391), 'path1ori': -108, 'path2pos': (0.0882, -0.1786), 'path2ori': -144, 'path3pos': (-0.0882, -0.1786), 'path3ori': -36, 'path4pos': (-0.1427, -0.1391), 'path4ori': -72, 'path5pos': (-0.1971, 0.0286), 'path5ori': -144, 'startPos': (0.109, -0.0354), 'goalPos': (-0.2853, 0.0927)}
22.4958 	EXP 	path1: autoDraw = False
22.4958 	EXP 	path2: autoDraw = False
22.4958 	EXP 	path3: autoDraw = False
22.4958 	EXP 	path4: autoDraw = False
22.4958 	EXP 	path5: autoDraw = False
22.4958 	EXP 	goalDisc: autoDraw = False
22.4958 	EXP 	probe: autoDraw = False
22.4958 	EXP 	startDisc: autoDraw = True
22.4958 	EXP 	probeReady: autoDraw = True
22.4958 	EXP 	text: autoDraw = True
23.5869 	DATA 	Keypress: escape
23.6702 	EXP 	exp08: status = STOPPED
23.6860 	EXP 	startDisc: autoDraw = False
23.6860 	EXP 	probeReady: autoDraw = False
23.6860 	EXP 	text: autoDraw = False
23.6862 	EXP 	exp08: status = STOPPED
23.9522 	EXP 	window1: mouseVisible = True
